name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacillus muralis	264697	species	5007018	53	37	0.0
[Pseudomonas] mesoacidophila	265293	species	7840830	25	11	0.0
Rhodopirellula	265488	genus	0	5	0	0.0
Rhodopirellula baltica	265606	species	7145576	22	15	0.0
Komagataeibacter nataicola	265960	species	3760301	26	19	0.0
Methylovorus glucosotrophus	266009	species	3082007	13	6	0.0
Chelativorans sp. BNC1	266779	species	4935185	19	14	0.0
Sphingorhabdus flavimaris	266812	species	3479724	14	9	0.0
Erythrobacter seohaensis	266951	species	2942673	14	10	0.0
Sphingopyxis granuli	267128	species	4679853	19	10	0.0
Lactobacillus zymae	267363	species	2734129	12	7	0.0
Pseudoalteromonas marina	267375	species	3441076	19	14	0.0
Lactobacillus kefiranofaciens	267818	species	2354088	18	9	0.0
Nitratifractor salsuginis	269261	species	2101285	6	4	0.0
Methylobacterium aquaticum	270351	species	7557960	28	22	0.0
Methylomicrobium alcaliphilum	271065	species	4796711	24	16	0.0
Shewanella sediminis	271097	species	5517674	18	15	0.0
Shewanella halifaxensis	271098	species	5226917	20	15	0.0
Ochrobactrum sp. A44	271865	species	5645291	19	13	0.0
Nostoc punctiforme	272131	species	9059191	52	35	0.0
Sphaerochaeta coccoides	273376	species	2227296	7	7	0.0
Chlorobaculum limnaeum	274537	species	2797276	13	10	0.0
Chlorobaculum parvum	274539	species	2289249	5	4	0.0
Hoeflea	274591	genus	0	1	0	0.0
Thermococcus thioreducens	277988	species	2065932	6	4	0.0
Mesorhizobium sp. WSM1497	278153	species	7198121	26	10	0.0
Collimonas arenae	279058	species	15078336	55	37	0.0
Collimonas pratensis	279113	species	11315924	57	40	0.0
Microcella alkaliphila	279828	species	2702837	13	9	0.0
Nocardiopsis gilva	280236	species	6142152	12	9	0.0
Prosthecochloris sp. GSB1	281093	species	2468479	7	5	0.0
Candidatus Amoebophilus asiaticus	281120	species	1884364	18	14	0.0
Kosakonia radicincitans	283686	species	5905067	43	29	0.0
Pseudoalteromonas sp. Bsw20308	283699	species	4830226	36	20	0.0
Staphylococcus pseudintermedius	283734	species	4509494	64	37	0.0
Stackebrandtia nassauensis	283811	species	6841557	25	18	0.0
Phenylobacterium zucineum	284016	species	4379231	22	16	0.0
Alcanivorax dieselolei	285091	species	4928223	18	9	0.0
Streptomyces rubrolavendulae	285473	species	6543262	20	17	0.0
Segniliparus rotundus	286802	species	3157527	13	10	0.0
Alteromonas addita	287094	species	4649146	14	2	0.0
Bradyrhizobium sp. BTAi1	288000	species	8493513	30	20	0.0
Beggiatoa leptomitoformis	288004	species	8531582	22	18	0.0
[Clostridium] clariflavum	288965	species	4897678	47	35	0.0
Bacteroides helcogenes	290053	species	3998906	17	11	0.0
Arthrobacter sp. FB24	290399	species	5070478	17	11	0.0
Jannaschia sp. CCS1	290400	species	4404049	14	11	0.0
Photorhabdus asymbiotica	291112	species	5094138	23	21	0.0
Lacinutrix	291183	genus	0	1	0	0.0
Thermosediminibacter oceani	291990	species	2280035	8	5	0.0
Ruegeria sp. TM1040	292414	species	4153699	11	10	0.0
Dactylococcopsis salina	292566	species	3781008	25	13	0.0
Flavonifractor plautii	292800	species	3818478	14	9	0.0
Sphingopyxis sp. 113P3	292913	species	4664213	22	16	0.0
Martelella	293088	genus	0	1	0	0.0
Martelella mediterranea	293089	species	5693067	31	21	0.0
Haloquadratum walsbyi	293091	species	3219918	27	17	0.0
Bacillus altitudinis	293387	species	7610438	42	9	0.0
Methanobrevibacter olleyae	294671	species	2201192	26	24	0.0
Anoxybacillus amylolyticus	294699	species	3158269	50	25	0.0
Polaromonas sp. JS666	296591	species	5898676	25	22	0.0
Frankia sp. EAN1pec	298653	species	8982042	35	24	0.0
Frankia inefficax	298654	species	8815781	42	29	0.0
Pseudoalteromonas spongiae	298657	species	4925766	36	30	0.0
Tateyamaria omphalii	299262	species	4315457	9	5	0.0
Enterobacter ludwigii	299767	species	4952770	15	2	0.0
Microbacterium paludicola	300019	species	3410829	9	7	0.0
Glaciecola nitratireducens	300231	species	4134229	17	14	0.0
Bacillus lehensis	300825	species	3993073	46	33	0.0
Roseburia hominis	301301	species	3592125	12	8	0.0
Methanosaeta harundinacea	301375	species	2571034	5	5	0.0
Advenella mimigardefordensis	302406	species	4764126	13	11	0.0
Phaeobacter	302485	genus	0	1	0	0.0
Catenulispora acidiphila	304895	species	10467782	32	19	0.0
Staphylococcus simiae	308354	species	2643976	27	16	0.0
Rhodovulum sp. MB263	308754	species	4162560	24	13	0.0
Elizabethkingia	308865	genus	0	1	0	0.0
Persephonella marina	309805	species	1983966	17	13	0.0
Sulfurihydrogenibium azorense	309806	species	1640877	13	9	0.0
Candidatus Liberibacter americanus	309868	species	1195201	17	13	0.0
Deinococcus maricopensis	309887	species	3498530	12	10	0.0
Advenella kashmirensis	310575	species	4423879	20	18	0.0
Deinococcus deserti	310783	species	3855329	13	10	0.0
Paraburkholderia terrae	311230	species	10062489	42	24	0.0
Thermococcus kodakarensis	311400	species	2088737	4	4	0.0
Flavobacterium indicum	312277	species	2993089	35	32	0.0
Pseudomonas entomophila	312306	species	5888780	26	11	0.0
Croceibacter atlanticus	313588	species	2952962	21	15	0.0
Dokdonia sp. MED134	313590	species	3302548	17	10	0.0
Polaribacter sp. MED152	313598	species	2961474	38	31	0.0
Maribacter sp. HTCC2170	313603	species	3868304	33	31	0.0
Geobacter lovleyi	313985	species	3994874	15	12	0.0
Alteromonas mediterranea	314275	species	6976897	46	33	0.0
Pseudoalteromonas tunicata	314281	species	4959443	31	26	0.0
Psychromonas sp. CNPT3	314282	species	3052410	31	25	0.0
Pseudoxanthomonas suwonensis	314722	species	3655384	54	37	0.0
Spiroplasma eriocheiris	315358	species	1365235	32	16	0.0
Streptococcus gallolyticus	315405	species	2327151	43	17	0.0
Leadbetterella byssophila	316068	species	4059653	18	15	0.0
Syntrophus aciditrophicus	316277	species	3179300	12	10	0.0
Synechococcus sp. RCC307	316278	species	2224914	9	9	0.0
Synechococcus sp. CC9902	316279	species	2234828	4	3	0.0
Methylibium	316612	genus	0	1	0	0.0
Saccharophagus	316625	genus	0	1	0	0.0
Nostoc sp. PCC 7107	317936	species	6329823	37	27	0.0
Paucibacter	318147	genus	0	1	0	0.0
Gluconobacter albidus	318683	species	3369297	16	12	0.0
Nonlabens sediminis	319236	species	2835711	14	7	0.0
Neoasaia chiangmaiensis	320497	species	3407860	10	6	0.0
Cyclobacterium amurskyense	320787	species	6158829	33	26	0.0
Synechococcus sp. JA-3-3Ab	321327	species	2932766	7	7	0.0
Synechococcus sp. JA-2-3B'a(2-13)	321332	species	3046682	10	9	0.0
Dokdonella koreensis	323415	species	4446619	40	23	0.0
Paenibacillus sp. JDR-2	324057	species	7184930	26	21	0.0
Mesoplasma coleopterae	324078	species	800407	13	6	0.0
Bacillus infantis	324767	species	4884713	27	22	0.0
Coxiella endosymbiont of Amblyomma americanum	325775	species	656901	12	8	0.0
Dokdonia donghaensis	326320	species	3293944	16	6	0.0
Neisseria zoodegmatis	326523	species	2552522	21	18	0.0
Paraglaciecola psychrophila	326544	species	5413691	28	24	0.0
Candidatus Accumulibacter phosphatis	327160	species	5306133	23	15	0.0
Capnocytophaga leadbetteri	327575	species	2504023	15	9	0.0
Nonlabens dokdonensis	328515	species	3914632	24	22	0.0
Nitrospira defluvii	330214	species	4317083	12	7	0.0
Marinobacter psychrophilus	330734	species	3998597	13	6	0.0
Psychrobacter cryohalolentis	330922	species	3104871	17	8	0.0
Sphingobium indicum	332055	species	3945731	24	12	0.0
Sphingobium japonicum	332056	species	4424862	25	14	0.0
Candidatus Solibacter usitatus	332163	species	9965640	33	20	0.0
Truepera radiovictrix	332249	species	3260398	12	7	0.0
Exiguobacterium sibiricum	332410	species	3040786	17	13	0.0
Rhodococcus qingshengii	334542	species	6700013	16	3	0.0
Psychrobacter arcticus	334543	species	2650701	23	18	0.0
Methylobacterium oryzae	334852	species	6286629	17	4	0.0
Bradyrhizobium sp. S23321	335659	species	7231841	37	19	0.0
Xanthobacteraceae	335928	family	0	1	0	0.0
Erythrobacteraceae	335929	family	0	2	0	0.0
Thermovirga lienii	336261	species	1999646	6	5	0.0
Candidatus Sulcia muelleri	336810	species	443143	17	13	0.0
Chlorobium chlorochromatii	337090	species	2572079	13	11	0.0
Gordonia sp. KTR9	337191	species	5885710	13	12	0.0
Rickettsia endosymbiont of Bemisia tabaci	337479	species	1378618	19	11	0.0
Erwinia tasmaniensis	338565	species	4067864	27	19	0.0
Mycobacterium colombiense	339268	species	5581643	30	20	0.0
Actinoalloteichus hymeniacidonis	340345	species	6306386	17	13	0.0
Herbaspirillum hiltneri	341045	species	4965474	33	23	0.0
Burkholderia oklahomensis	342113	species	7224347	38	26	0.0
Thermococcus onnurineus	342948	species	1847607	5	5	0.0
Pyrococcus sp. NA2	342949	species	1861320	5	3	0.0
Geobacter pickeringii	345632	species	3618700	11	10	0.0
Zobellella denitrificans	347534	species	4174222	19	16	0.0
Psychrobacter sp. PRwf-1	349106	species	2995049	16	10	0.0
Micavibrio aeruginosavorus	349221	species	2470296	23	21	0.0
Corynebacterium marinum	349751	species	2729219	14	7	0.0
Alkalilimnicola ehrlichii	351052	species	3275944	9	7	0.0
Oscillibacter valericigenes	351091	species	4470622	21	17	0.0
Geobacter uraniireducens	351604	species	5136364	17	14	0.0
Xenorhabdus doucetiae	351671	species	4203651	26	19	0.0
Xenorhabdus hominickii	351679	species	4522699	40	32	0.0
Shewanella sp. W3-18-1	351745	species	4708380	18	7	0.0
Halostagnicola larsenii	353800	species	4131176	8	7	0.0
Niastella koreensis	354356	species	9033684	54	40	0.0
Bacteroides dorei	357276	species	5310365	28	20	0.0
Psychromonas ingrahamii	357794	species	4559598	28	24	0.0
Roseiflexus sp. RS-1	357808	species	5801598	43	17	0.0
Acidovorax sp. KKS102	358220	species	5196935	28	22	0.0
Methanoregula boonei	358766	species	2542943	9	8	0.0
Shewanella loihica	359303	species	4602594	15	13	0.0
Methylotenera mobilis	359408	species	2547570	10	6	0.0
Exiguobacterium sp. AT1b	360911	species	2999895	12	8	0.0
Altererythrobacter epoxidivorans	361183	species	2786256	13	9	0.0
Pseudarthrobacter phenanthrenivorans	361575	species	4535320	14	10	0.0
Streptomyces vietnamensis	362257	species	9153777	30	17	0.0
Spiroplasma cantharicola	362837	species	1179577	33	23	0.0
Pedobacter ginsengisoli	363852	species	5373360	46	42	0.0
Verminephrobacter eiseniae	364317	species	5597943	26	20	0.0
Granulibacter bethesdensis	364410	species	9065934	23	19	0.0
Pelosinus fermentans	365349	species	5380816	38	33	0.0
Paenibacillus sabinae	365617	species	5270569	17	13	0.0
Sulfurospirillum cavolei	366522	species	2698323	17	15	0.0
Caulobacter sp. K31	366602	species	5889399	25	14	0.0
Xanthomonas fuscans	366648	species	10301547	57	32	0.0
Xanthomonas alfalfae	366650	species	4967469	22	7	0.0
Yersinia similis	367190	species	4964409	22	12	0.0
Microbacterium sp. XT11	367477	species	3475315	11	8	0.0
Blattabacterium sp. (Periplaneta americana)	367488	species	640442	10	7	0.0
Blattabacterium sp. (Blatta orientalis)	367806	species	638184	9	4	0.0
Cupriavidus sp. USMAA1020	367825	species	7949449	49	6	0.0
Janthinobacterium svalbardensis	368607	species	6274078	39	29	0.0
Gallionella capsiferriformans	370405	species	3162471	19	17	0.0
Isoptericola dokdonensis	372663	species	3826972	21	18	0.0
Rivularia sp. PCC 7116	373994	species	8728773	67	56	0.0
Campylobacter cuniculorum	374106	species	1937768	15	13	0.0
Synechococcus sp. PCC 7003	374981	species	3345085	8	5	0.0
Synechococcus sp. PCC 73109	374982	species	3298676	14	3	0.0
Lactobacillus backii	375175	species	14123253	52	41	0.0
Janthinobacterium sp. Marseille	375286	species	4110251	21	16	0.0
Natranaerobius thermophilus	375929	species	3191453	27	22	0.0
Halotalea alkalilenta	376489	species	4387428	15	10	0.0
Bacteroides salanitronis	376805	species	4308663	28	23	0.0
Thermobacillus composti	377615	species	4355525	25	22	0.0
Methyloversatilis	378210	genus	0	1	0	0.0
Cyanobacterium aponinum	379064	species	4176973	28	23	0.0
Streptomyces bingchenggensis	379067	species	11936683	39	29	0.0
Ruegeria mobilis	379347	species	4830028	7	4	0.0
Aciduliprofundum boonei	379547	species	1486778	6	4	0.0
Niabella	379899	genus	0	1	0	0.0
Pseudomonas protegens	380021	species	8719743	62	41	0.0
Hydrogenobaculum sp. Y04AAS1	380749	species	1559514	6	2	0.0
Cycloclasticus sp. P1	385025	species	2363215	19	11	0.0
Candidatus Ruthia magnifica	386487	species	1160782	14	12	0.0
Moraxella bovoculi	386891	species	13620373	24	12	0.0
Nitratiruptor sp. SB155-2	387092	species	1877931	8	7	0.0
Sulfurovum sp. NBC37-1	387093	species	2562277	14	10	0.0
Halopiger xanaduensis	387343	species	4355268	23	9	0.0
Bartonella australis	388640	species	1596490	6	5	0.0
Pontibacter akesuensis	388950	species	4829559	12	10	0.0
Candidatus Protochlamydia naegleriophila	389348	species	3030375	24	19	0.0
Geosporobacter	390805	genus	0	1	0	0.0
Echinicola vietnamensis	390884	species	5608040	16	16	0.0
Ehrlichia sp. HF	391036	species	1148904	17	12	0.0
Lactobacillus crustorum	392416	species	2316479	25	16	0.0
Terriglobus roseus	392734	species	5227858	17	11	0.0
Pseudoalteromonas arctica	394751	species	4721971	35	23	0.0
Clostridium taeniosporum	394958	species	3503506	72	57	0.0
Coraliomargarita akajimensis	395922	species	3750771	15	11	0.0
Cyanothece sp. PCC 7425	395961	species	5786110	13	10	0.0
Cyanothece sp. PCC 8802	395962	species	4803347	28	10	0.0
Thioalkalivibrio sp. K90mix	396595	species	2985056	8	7	0.0
Sphingomonas sanxanigenens	397260	species	6580298	47	34	0.0
Barnesiella	397864	genus	0	1	0	0.0
Barnesiella viscericola	397865	species	3076856	7	5	0.0
Flavisolibacter	398041	genus	0	1	0	0.0
Zunongwangia profunda	398743	species	5128187	37	30	0.0
Tessaracoccus flavescens	399497	species	3650768	12	7	0.0
Thermoanaerobacter sp. X514	399726	species	2457259	26	2	0.0
Enterobacter sp. 638	399742	species	4676461	16	9	0.0
Streptococcus merionis	400065	species	2384128	13	8	0.0
Pontibacter korlensis	400092	species	5462537	19	12	0.0
Lysinibacillus	400634	genus	0	2	0	0.0
Marinomonas sp. MWYL1	400668	species	5100344	22	18	0.0
Corynebacterium ureicelerivorans	401472	species	2328278	11	7	0.0
Candidatus Riesia pediculicola	401619	species	582127	11	9	0.0
Halobacillus mangrovi	402384	species	4142697	31	22	0.0
Virgibacillus sp. SK37	403957	species	3841730	29	17	0.0
Shewanella piezotolerans	404011	species	5396476	28	21	0.0
Salinicola	404432	genus	0	1	0	0.0
Anaeromyxobacter sp. Fw109-5	404589	species	5277990	21	13	0.0
Alicyclobacillus acidocaldarius	405212	species	3164867	22	13	0.0
Natrinema sp. J7-2	406552	species	3793615	6	5	0.0
Sphingobium sp. MI1205	407020	species	4619375	16	10	0.0
Salinicoccus halodurans	407035	species	2778379	47	18	0.0
Streptomyces xiamenensis	408015	species	5961401	27	23	0.0
Treponema pedis	409322	species	2889325	40	27	0.0
Calyptogena okutanii thioautotrophic gill symbiont	410330	species	1022154	12	10	0.0
Gramella forsetii	411153	species	3798465	32	26	0.0
Candidatus Midichloria	411566	genus	0	1	0	0.0
Bacillus aryabhattai	412384	species	5254250	41	6	0.0
Thermosulfidibacter takaii	412593	species	1816670	6	4	0.0
Microterricola viridarii	412690	species	3689726	11	5	0.0
Paraburkholderia rhizoxinica	412963	species	3750138	22	18	0.0
Cronobacter dublinensis	413497	species	4628405	32	16	0.0
Cronobacter muytjensii	413501	species	4364114	29	14	0.0
Cronobacter turicensis	413502	species	4599092	26	9	0.0
Cronobacter malonaticus	413503	species	4516853	38	17	0.0
Halalkalicoccus jeotgali	413810	species	3698650	10	5	0.0
[Polyangium] brachysporum	413882	species	6476147	44	34	0.0
Caldicellulosiruptor hydrothermalis	413888	species	2770676	27	15	0.0
Caldicellulosiruptor kronotskyensis	413889	species	2843785	29	17	0.0
Paenibacillus donghaensis	414771	species	8542333	30	23	0.0
Planococcus donghaensis	414778	species	3319331	41	23	0.0
Actinopolyspora erythraea	414996	species	5243930	20	15	0.0
Pseudoxanthomonas spadix	415229	species	3452554	20	12	0.0
Natronomonas moolapensis	416273	species	2912573	8	8	0.0
Burkholderia sp. KJ006	416344	species	6629912	33	5	0.0
Enterococcus thailandicus	417368	species	2646250	37	18	0.0
Methanosarcina horonobensis	418008	species	5018607	34	26	0.0
Methylobacterium phyllosphaerae	418223	species	6316624	12	1	0.0
Azoarcus olearius	418699	species	4451751	31	6	0.0
Ochrobactrum pseudogrignonense	419475	species	4992805	27	14	0.0
Methanolobus psychrophilus	420950	species	3072769	12	10	0.0
Elusimicrobium minutum	423605	species	1643562	13	11	0.0
Rhizobium sp. IRBG74	424182	species	5464982	24	2	0.0
Methylobacterium sp. 4-46	426117	species	7737025	23	18	0.0
Desulfurivibrio alkaliphilus	427923	species	3097763	17	11	0.0
Pedobacter steynii	430522	species	6581659	34	27	0.0
Halorhabdus tiamatea	430914	species	3146160	6	4	0.0
Deinococcus peraridilitoris	432329	species	4513714	19	13	0.0
Tumebacillus	432330	genus	0	1	0	0.0
Lysobacter capsici	435897	species	12662306	39	28	0.0
Sulfurihydrogenibium sp. YO3AOP1	436114	species	1838442	26	22	0.0
Variovorax boronicumulans	436515	species	7137898	42	21	0.0
Granulosicoccus antarcticus	437505	species	7783862	15	11	0.0
Rhodobaca barguzinensis	441209	species	3899419	12	10	0.0
Xanthomonas perforans	442694	species	5122383	24	8	0.0
Geobacter sp. M18	443143	species	5277406	13	9	0.0
Geobacter sp. M21	443144	species	4745806	15	4	0.0
Streptomyces sp. CNQ-509	444103	species	8039333	31	22	0.0
Chelatococcus daeguensis	444444	species	4095174	21	9	0.0
Pseudonocardia sp. AL041005-10	445576	species	6143341	16	13	0.0
Pandoraea thiooxydans	445709	species	8928371	23	17	0.0
Dyella thiooxydans	445710	species	4227172	27	16	0.0
Adlercreutzia equolifaciens	446660	species	2862526	7	3	0.0
Niabella soli	446683	species	4697343	26	16	0.0
Acetobacter senegalensis	446692	species	3969909	15	8	0.0
Kocuria flava	446860	species	3638342	15	14	0.0
Anaeromyxobacter sp. K	447217	species	5061632	19	6	0.0
Simiduia agarivorans	447471	species	4300227	15	11	0.0
Croceicoccus marinus	450378	species	4109188	27	19	0.0
Nocardioides dokdonensis	450734	species	4376707	14	12	0.0
Desulfarculus baarsii	453230	species	3655731	15	11	0.0
Agromyces aureus	453304	species	4373124	15	12	0.0
Bdellovibrio exovorus	453816	species	2657893	19	17	0.0
Nocardia terpenica	455432	species	8918539	40	30	0.0
Thermus parvatiensis	456163	species	2016098	3	3	0.0
Xanthomonas euvesicatoria	456327	species	8169309	18	4	0.0
Candidatus Cloacimonas acidaminovorans	456827	species	2246820	25	21	0.0
Chloracidobacterium thermophilum	458033	species	3695372	6	6	0.0
Alkaliphilus oremlandii	461876	species	3123558	33	23	0.0
Bordetella flabilis	463014	species	5954318	29	23	0.0
Bordetella genomosp. 6	463024	species	5163295	29	8	0.0
Bordetella bronchialis	463025	species	11845675	30	21	0.0
Bordetella genomosp. 13	463040	species	5380929	37	22	0.0
Streptomyces sp. Mg1	465541	species	8716193	38	23	0.0
Steroidobacter denitrificans	465721	species	3467246	46	33	0.0
Singulisphaera	466152	genus	0	3	0	0.0
Singulisphaera acidiphila	466153	species	9755686	21	17	0.0
Ilumatobacter coccineus	467094	species	4830181	17	13	0.0
Steroidobacter	469322	genus	0	1	0	0.0
Pantoea vagans	470934	species	7020378	42	26	0.0
Geobacillus sp. WCH70	471223	species	3508804	33	22	0.0
Candidatus Desulforudis audaxviator	471827	species	2349476	9	7	0.0
Nitratireductor basaltis	472175	species	3357577	11	9	0.0
Devriesea agamarum	472569	species	2958880	6	4	0.0
Nitrosococcus watsonii	473531	species	3373286	14	12	0.0
Methanosphaerula palustris	475088	species	2922917	6	5	0.0
Francisella sp. MA067296	475375	species	1827930	22	15	0.0
Halomonas beimenensis	475662	species	4053030	20	13	0.0
Altererythrobacter ishigakiensis	476157	species	2673978	12	10	0.0
Modestobacter marinus	477641	species	5575517	22	14	0.0
Filimonas lacunae	477680	species	7814405	40	33	0.0
Calditerrivibrio nitroreducens	477976	species	2216552	20	18	0.0
Chloroflexus sp. Y-400-fl	480224	species	5268950	29	0	0.0
Myroides profundi	480520	species	4064534	32	18	0.0
Paenibacillus sp. Y412MC10	481743	species	7121665	33	25	0.0
Mycobacterium dioxanotrophicus	482462	species	8080416	21	14	0.0
Oscillatoria nigro-viridis	482564	species	8272254	29	20	0.0
Burkholderia lata	482957	species	17031116	75	37	0.0
Geoalkalibacter subterraneus	483547	species	3717645	14	14	0.0
Paenibacillus riograndensis	483937	species	7919576	22	17	0.0
Sphingobium sp. YBL2	484429	species	5427419	24	11	0.0
Pelosinus sp. UFO1	484770	species	5115410	59	43	0.0
Acinetobacter soli	487316	species	3636349	18	13	0.0
Serratia sp. SCBI	488142	species	5101896	32	8	0.0
Burkholderia latens	488446	species	6614478	24	4	0.0
Burkholderia contaminans	488447	species	8509249	26	10	0.0
Campylobacter peloridis	488546	species	1762793	19	12	0.0
Burkholderia metallica	488729	species	7424240	23	7	0.0
Burkholderia seminalis	488731	species	7648944	33	15	0.0
Burkholderia diffusa	488732	species	6857833	28	12	0.0
Marinobacter sp. BSs20148	490759	species	4063864	14	8	0.0
Bacillus velezensis	492670	species	16141041	330	215	0.0
Thermoanaerobacter pseudethanolicus	496866	species	2362816	25	0	0.0
Campylobacter subantarcticus	497724	species	1817765	23	11	0.0
Kosakonia oryzae	497725	species	5303342	34	19	0.0
Cyanothece sp. PCC 7822	497965	species	7841948	37	33	0.0
Candidatus Korarchaeum cryptofilum	498846	species	1590757	6	6	0.0
Tepidanaerobacter acetatoxydans	499229	species	5521119	24	18	0.0
Dietzia timorensis	499555	species	3607892	12	6	0.0
Deinococcus gobiensis	502394	species	4406036	19	11	0.0
Eggerthella sp. YY7918	502558	species	3123671	8	8	0.0
Erythrobacter gangjinensis	502682	species	2724951	8	5	0.0
Halomonas chromatireducens	507626	species	3973651	12	8	0.0
Oceanimonas sp. GK1	511062	species	3527244	9	7	0.0
Candidatus Azobacteroides pseudotrichonymphae	511435	species	1120914	27	20	0.0
Methylacidiphilum infernorum	511746	species	2287145	9	9	0.0
Rufibacter tibetensis	512763	species	5413467	25	16	0.0
Dictyoglomus turgidum	513050	species	1855560	18	13	0.0
Bartonella sp. 1-1C	515256	species	1600621	20	12	0.0
Muricauda lutaonensis	516051	species	3274259	13	10	0.0
Vagococcus teuberi	519472	species	2184285	44	21	0.0
Campylobacter avium	522485	species	1738633	18	12	0.0
Paenibacillus xylanexedens	528191	species	7098239	29	22	0.0
Azospirillum thiophilum	528244	species	7609458	34	24	0.0
Rhodoluna lacicola	529884	species	1430433	4	4	0.0
Prauserella marina	530584	species	6986413	21	17	0.0
Pelagibacterium halotolerans	531813	species	3948887	12	12	0.0
Flavobacteriaceae bacterium 3519-10	531844	species	2768102	20	19	0.0
Candidatus Rhodoluna planktonica	535712	species	1424506	5	4	0.0
Cronobacter universalis	535744	species	4436873	28	13	0.0
Mesorhizobium australicum	536018	species	6200534	23	17	0.0
Chryseobacterium taklimakanense	536441	species	2764880	20	15	0.0
Ruminococcaceae	541000	family	0	1	0	0.0
Altererythrobacter marensis	543877	species	2885033	19	14	0.0
beta proteobacterium CB	543913	species	2045720	9	4	0.0
Geobacillus sp. Y412MC61	544556	species	3667901	10	0	0.0
Actinomyces oris	544580	species	3042917	12	8	0.0
Hydrogenobaculum sp. 3684	547143	species	1552775	14	0	0.0
Hydrogenobaculum sp. HO	547144	species	1552931	15	1	0.0
Hydrogenobaculum sp. SHO	547145	species	1552607	14	0	0.0
Hydrogenobaculum sp. SN	547146	species	1552931	14	0	0.0
Phycisphaera mikurensis	547188	species	3884382	24	20	0.0
Francisella halioticida	549298	species	2197430	22	13	0.0
Geobacillus sp. Y412MC52	550542	species	3673940	9	0	0.0
Aromatoleum aromaticum	551760	species	4727255	22	15	0.0
Dehalogenimonas lykanthroporepellens	552810	species	1686510	4	4	0.0
Vibrio breoganii	553239	species	4492180	14	13	0.0
Streptomyces gilvosporeus	553510	species	8482298	24	13	0.0
Acidovorax sp. NA3	553814	species	4122625	28	15	0.0
Candidatus Liberibacter solanacearum	556287	species	1258278	10	7	0.0
Neomicrococcus aestuarii	556325	species	2667837	4	3	0.0
Chryseobacterium piperi	558152	species	4501946	38	30	0.0
Aeromonas aquatica	558964	species	4783504	21	6	0.0
Bacillus safensis	561879	species	19341716	54	25	0.0
Bacillus sp. SJ-10	563169	species	4041647	14	3	0.0
Acidianus hospitalis	563177	species	2137654	19	15	0.0
Chitinophagaceae	563835	family	0	1	0	0.0
Spirosoma rigui	564064	species	5828404	21	19	0.0
Geoglobus acetivorans	565033	species	1860815	7	5	0.0
Ochrobactrum pituitosum	571256	species	5467370	23	9	0.0
Psychrobacter sp. G	571800	species	3113999	16	7	0.0
Luteipulveratus mongoliensis	571913	species	5420910	14	12	0.0
Corynebacterium mustelae	571915	species	3474226	9	8	0.0
Thermoanaerobacter sp. X513	573062	species	2456520	18	6	0.0
Francisella sp. TX077308	573569	species	2035931	17	7	0.0
Francisella sp. TX077310	573570	species	2237379	30	24	0.0
Candidatus Planktophila limnetica	573600	species	1328793	11	9	0.0
Pandoraea oxalativorans	573737	species	6500731	19	13	0.0
Photorhabdus temperata	574560	species	5147098	26	21	0.0
Corynebacterium maris	575200	species	2833547	10	5	0.0
Polynucleobacter necessarius	576610	species	1560469	7	5	0.0
Polynucleobacter asymbioticus	576611	species	4559523	19	15	0.0
Bacillus cytotoxicus	580165	species	4094159	58	47	0.0
Geobacillus sp. Y4.1MC1	581103	species	3911947	33	20	0.0
Thermococcus paralvinellae	582419	species	1957742	9	4	0.0
Thermoanaerobacter mathranii	583357	species	2306092	21	6	0.0
Tenacibaculum jejuense	584609	species	4614879	53	41	0.0
Synechococcus sp. KORDI-49	585423	species	2585813	8	6	0.0
Synechococcus sp. KORDI-52	585425	species	2572069	8	7	0.0
Thiohalobacter thiocyanaticus	585455	species	3233441	17	15	0.0
Klebsiella sp. 2N3	585494	species	5333433	25	0	0.0
Terribacillus aidingensis	586416	species	3577082	39	32	0.0
Pseudomonas chlororaphis	587753	species	18109265	366	295	0.0
Haloterrigena daqingensis	588898	species	3835796	8	6	0.0
Brevundimonas naejangsanensis	588932	species	2971535	13	10	0.0
Prevotella fusca	589436	species	3261806	6	5	0.0
Alteromonas australica	589873	species	8766305	34	29	0.0
Methylacidiphilum fumariolicum	591154	species	2476671	14	11	0.0
Ignavibacterium album	591197	species	3658997	40	34	0.0
Pantoea sp. At-9b	592316	species	6312783	37	27	0.0
Mesorhizobium opportunistum	593909	species	6884444	24	11	0.0
Allofrancisella guangzhouensis	594679	species	1661527	23	18	0.0
Arthrobacter sp. A3	595593	species	4458287	15	9	0.0
Arenibacter algicola	616991	species	5857781	32	28	0.0
Francisella hispaniensis	622488	species	1938636	23	8	0.0
Blattabacterium sp. (Blattella germanica)	624186	species	640935	8	4	0.0
Sphingobium sp. SYK-6	627192	species	4348133	17	14	0.0
Bifidobacterium kashiwanohense	630129	species	2354106	8	5	0.0
Desulfovibrio sp. G11	631220	species	3414934	12	4	0.0
Bacillus beveridgei	632773	species	3582268	36	13	0.0
Vagococcus penaei	633807	species	2365304	62	19	0.0
Arsenophonus symbiont of Lipoptena fortisetosa	634113	species	836724	22	13	0.0
Lactobacillus koreensis	637971	species	3006812	17	7	0.0
Bifidobacterium actinocoloniiforme	638619	species	1830060	6	4	0.0
Hoyosella subflava	639313	species	4863490	13	10	0.0
